"Index" "AAPL" "ACN" "ADBE" "AMD" "AMZN" "CTSH" "FB" "GOOGL" "IBM" "INTC" "NFLX" "NVDA" "TWTR" "SPY"
2017-08-14 135.500556073578 109.934730863779 126.438928541155 10.8163092311605 833.516985674324 60.7670636602526 144.740188183436 795.905732813427 120.640846825464 30.8044418072391 144.952106467746 142.622583707722 13.6390607781639 208.985329321014
2017-08-15 137.602184945504 110.166897990463 128.031336001362 11.0865122615804 836.80176260218 60.8968605245232 145.606267029973 798.77385643733 120.972417404632 30.6539509536785 143.477520435967 142.058170129428 13.5814032697548 209.90292489782
2017-08-16 137.446624252775 111.041843723313 129.632795046968 10.7856532877882 835.337312553373 61.4060128095645 145.175064047822 806.379180187874 121.690862510675 30.5807011101623 145.157981212639 140.909235695986 13.800170794193 210.879591801879
2017-08-17 134.957682311704 109.079247670343 126.724797811405 10.5497136017782 821.210572796444 60.0495836539284 142.694711464478 793.07512439087 120.287250577071 30.0675369752928 141.993670171839 137.922520304352 13.5675814311362 207.822515174831
2017-08-18 134.156729131175 108.551960817717 126.039183134583 10.5366269165247 816.413944633731 59.6848381601363 142.59795911414 788.909704429302 118.994886712095 29.8211226575809 141.856893526405 137.442879897785 13.6201022146508 206.737655025554
2017-08-21 133.670612192841 108.978826630389 126.910972706403 10.2457274041323 810.551805118612 59.1106172944478 142.657936399966 782.986136382961 119.318086897373 29.6913510755888 141.790659807839 135.201084091489 13.6978156619335 206.530051866338
2017-08-22 135.740378047744 109.854726021578 129.343301333786 10.3389686517713 821.425557726616 59.5956180443463 144.116896610313 798.912602157846 119.794405742928 29.4367530371251 143.862030413729 138.093622461983 14.1279407017246 208.512447540566
2017-08-23 135.5877582846 108.788881261124 128.061705229257 10.5771675565726 811.93321467921 59.3440096618358 142.986699720315 798.864324942792 120.46783540978 29.3753707941351 143.283327400627 140.520385625901 14.3740986524282 207.271801000085
2017-08-24 134.905983398272 108.98695409114 127.740130442148 10.5878366932068 806.750814839912 59.1394206335761 142.080302388616 793.571078265289 121.074031848213 29.4003040826698 142.410642893444 139.920381162121 14.3062840928342 206.666106217178
2017-08-25 135.382792174797 109.578251185637 128.260498814363 10.5267615176152 800.525076219512 59.0955276084011 140.85366446477 788.025067750677 121.731034044715 29.3614481707317 140.540309112466 138.727979336043 14.1006097560976 207.113819444444
2017-08-28 135.404612997904 108.377362683438 127.287205870021 10.2557651991614 793.308192872118 58.6666658280922 140.243190775681 778.306083857442 119.505236897275 29.0566054507338 140.14255345912 138.339623480084 14.062893081761 205.090152620545
2017-08-29 135.217466799469 107.619525232404 126.278219621514 10.0846613545817 791.882468459495 57.810426626826 139.483734229748 776.684926958831 118.808100099602 28.8263612217795 140.114540172643 136.703184760956 14.0521248339973 203.228756640106
2017-08-30 137.084597180262 108.920772910373 128.961059080228 10.6327626720376 812.009086102719 58.4676049009735 142.598185632763 791.901649043303 119.637460557234 29.2799588788184 146.60121013763 139.039940416247 14.2077878482712 206.453503692514
2017-08-31 138.689217758985 110.579276955603 131.213534038055 10.9936575052854 829.260021987315 59.847777589852 145.429176321353 807.813945031712 120.955601691332 29.6575052854123 147.746306131078 143.289642283298 14.3002114164905 209.293873150106
2017-09-01 137.625841442953 109.14430033557 130.083890939597 11.0654362416107 820.679530201342 59.4211426174497 144.312083892617 798.649320469799 120.872484899329 29.4379194630873 146.593963926174 143.003361577181 14.1442961409396 207.919459731544
2017-09-05 136.316233809924 109.14213961312 129.756096719933 10.8662741799832 811.833490328007 59.3271665264929 143.582843566022 791.825046257359 120.302769554247 29.4533221194281 146.778809083263 139.537429772918 14.0033641715727 206.947012615643
2017-09-06 135.705308859274 109.898579331154 128.874356717794 10.7786438689129 811.164184058335 59.4501718213058 144.237696756349 789.556633978711 120.543128824072 29.9723392842176 150.238873522756 138.974099404912 14.1061101332663 206.939899421675
2017-09-07 134.708875616072 112.137670202991 129.872191963913 10.5504970345 818.20229805363 59.6608453763261 144.691343246178 793.492619664188 119.371810208003 29.6884145017125 149.528026062986 139.152954640381 14.3847623423273 206.223368975023
2017-09-08 131.534000829187 110.87893946932 128.805966832504 10.1575456053068 800.912126036484 58.9552222222222 141.74958291874 780.605284411277 118.11774212272 29.1791036484245 146.28523880597 135.729686567164 14.4693208955224 204.461029850746
